Symbol,Date,Close,Volume
"BIL.N0000","2012-06-12",1.91739039,105461
"BIL.N0000","2012-06-13",2.099999,453488
"BIL.N0000","2012-06-14",2.28260761,787696
"BIL.N0000","2012-06-15",2.37391191,1306902
"BIL.N0000","2012-06-18",2.37391191,373762
"BIL.N0000","2012-06-19",2.46521622,329895
"BIL.N0000","2012-06-20",2.73912913,2098523
"BIL.N0000","2012-06-21",2.64782483,438655
"BIL.N0000","2012-06-22",2.64782483,90392
"BIL.N0000","2012-06-25",2.55652052,396411
"BIL.N0000","2012-06-26",2.46521622,163104
"BIL.N0000","2012-06-27",2.55652052,295119
"BIL.N0000","2012-06-28",2.46521622,60289
"BIL.N0000","2012-06-29",2.46521622,216096
"BIL.N0000","2012-07-02",2.55652052,471367
"BIL.N0000","2012-07-04",2.46521622,128278
"BIL.N0000","2012-07-05",2.46521622,17273
"BIL.N0000","2012-07-06",2.46521622,781808
"BIL.N0000","2012-07-09",2.46521622,100886
"BIL.N0000","2012-07-10",2.55652052,309143
"BIL.N0000","2012-07-11",2.46521622,50515
"BIL.N0000","2012-07-12",2.46521622,235177
"BIL.N0000","2012-07-13",2.46521622,94740
"BIL.N0000","2012-07-16",2.55652052,728126
"BIL.N0000","2012-07-17",2.46521622,292412
"BIL.N0000","2012-07-18",2.37391191,119032
"BIL.N0000","2012-07-19",2.55652052,593783
"BIL.N0000","2012-07-20",2.46521622,101420
"BIL.N0000","2012-07-23",2.46521622,50687
"BIL.N0000","2012-07-24",2.46521622,28620
"BIL.N0000","2012-07-25",2.55652052,133905
"BIL.N0000","2012-07-26",2.55652052,47424
"BIL.N0000","2012-07-27",2.64782483,387344
"BIL.N0000","2012-07-30",2.64782483,138438
"BIL.N0000","2012-07-31",2.55652052,151746
"BIL.N0000","2012-08-02",2.64782483,27759
"BIL.N0000","2012-08-03",2.55652052,207553
"BIL.N0000","2012-08-06",2.55652052,10209
"BIL.N0000","2012-08-07",2.46521622,285462
"BIL.N0000","2012-08-08",2.46521622,104838
"BIL.N0000","2012-08-09",2.46521622,4285
"BIL.N0000","2012-08-10",2.46521622,36034
"BIL.N0000","2012-08-13",2.55652052,605331
"BIL.N0000","2012-08-14",2.55652052,42173
"BIL.N0000","2012-08-15",2.55652052,59961
"BIL.N0000","2012-08-16",2.46521622,7184
"BIL.N0000","2012-08-17",2.55652052,351368
"BIL.N0000","2012-08-20",2.46521622,123983
"BIL.N0000","2012-08-21",2.55652052,79237
"BIL.N0000","2012-08-22",3.01304204,4852561
"BIL.N0000","2012-08-23",2.92173774,3102979
"BIL.N0000","2012-08-24",2.92173774,701891
"BIL.N0000","2012-08-27",3.10434635,612024
"BIL.N0000","2012-08-28",3.10434635,1504484
"BIL.N0000","2012-08-29",3.10434635,996350
"BIL.N0000","2012-08-30",3.19565065,697234
"BIL.N0000","2012-09-03",3.28695496,1200630
"BIL.N0000","2012-09-04",3.37825926,1635591
"BIL.N0000","2012-09-05",3.56086787,3096369
"BIL.N0000","2012-09-06",3.56086787,1023910
"BIL.N0000","2012-09-07",3.74347648,3001475
"BIL.N0000","2012-09-10",3.92608509,3247852
"BIL.N0000","2012-09-11",4.01738939,5136158
"BIL.N0000","2012-09-12",4.01738939,943946
"BIL.N0000","2012-09-13",3.92608509,1244629
"BIL.N0000","2012-09-14",4.01738939,4314547
"BIL.N0000","2012-09-17",3.92608509,1411804
"BIL.N0000","2012-09-18",3.83478078,992452
"BIL.N0000","2012-09-19",3.74347648,1194882
"BIL.N0000","2012-09-20",3.83478078,334938
"BIL.N0000","2012-09-21",3.74347648,238910
"BIL.N0000","2012-09-24",3.74347648,505559
"BIL.N0000","2012-09-25",3.74347648,352462
"BIL.N0000","2012-09-26",3.65217217,452009
"BIL.N0000","2012-09-27",3.56086787,528551
"BIL.N0000","2012-09-28",3.65217217,174358
"BIL.N0000","2012-10-01",3.65217217,511039
"BIL.N0000","2012-10-02",3.65217217,509988
"BIL.N0000","2012-10-03",3.56086787,109413
"BIL.N0000","2012-10-04",3.56086787,46778
"BIL.N0000","2012-10-05",3.65217217,665114
"BIL.N0000","2012-10-08",3.56086787,93984
"BIL.N0000","2012-10-09",3.56086787,213411
"BIL.N0000","2012-10-10",3.46956357,181858
"BIL.N0000","2012-10-11",3.37825926,368934
"BIL.N0000","2012-10-12",3.56086787,391771
"BIL.N0000","2012-10-15",3.46956357,193186
"BIL.N0000","2012-10-16",3.37825926,210203
"BIL.N0000","2012-10-17",3.28695496,203275
"BIL.N0000","2012-10-18",3.56086787,244951
"BIL.N0000","2012-10-19",3.37825926,399707
"BIL.N0000","2012-10-22",3.28695496,268032
"BIL.N0000","2012-10-23",3.28695496,361691
"BIL.N0000","2012-10-24",3.28695496,37906
"BIL.N0000","2012-10-25",3.28695496,715092
"BIL.N0000","2012-10-26",3.19565065,842855
"BIL.N0000","2012-10-30",3.28695496,63413
"BIL.N0000","2012-10-31",3.28695496,562730
"BIL.N0000","2012-11-01",3.19565065,191668
"BIL.N0000","2012-11-02",3.19565065,167030
"BIL.N0000","2012-11-05",3.19565065,39607
"BIL.N0000","2012-11-06",3.28695496,125174
"BIL.N0000","2012-11-07",3.19565065,232599
"BIL.N0000","2012-11-08",3.28695496,148400
"BIL.N0000","2012-11-09",3.37825926,346089
"BIL.N0000","2012-11-12",3.83478078,1148148
"BIL.N0000","2012-11-14",3.65217217,1400793
"BIL.N0000","2012-11-15",3.83478078,4348425
"BIL.N0000","2012-11-16",3.83478078,1495983
"BIL.N0000","2012-11-19",3.65217217,3885994
"BIL.N0000","2012-11-20",3.28695496,1855294
"BIL.N0000","2012-11-21",3.19565065,1012838
"BIL.N0000","2012-11-22",3.28695496,530344
"BIL.N0000","2012-11-23",3.28695496,228846
"BIL.N0000","2012-11-26",3.28695496,623370
"BIL.N0000","2012-11-28",3.28695496,2229197
"BIL.N0000","2012-11-29",3.28695496,487612
"BIL.N0000","2012-11-30",3.28695496,493295
"BIL.N0000","2012-12-03",3.28695496,129095
"BIL.N0000","2012-12-04",3.37825926,611212
"BIL.N0000","2012-12-05",3.28695496,53616
"BIL.N0000","2012-12-06",3.28695496,382654
"BIL.N0000","2012-12-07",3.28695496,138801
"BIL.N0000","2012-12-10",3.28695496,379712
"BIL.N0000","2012-12-11",3.28695496,91018
"BIL.N0000","2012-12-12",3.46956357,598610
"BIL.N0000","2012-12-13",3.56086787,686885
"BIL.N0000","2012-12-14",3.46956357,260373
"BIL.N0000","2012-12-17",3.37825926,92991
"BIL.N0000","2012-12-18",3.37825926,58270
"BIL.N0000","2012-12-19",3.37825926,254754
"BIL.N0000","2012-12-20",3.37825926,216088
"BIL.N0000","2012-12-21",3.37825926,35050
"BIL.N0000","2012-12-24",3.46956357,6683
"BIL.N0000","2012-12-26",3.46956357,170585
"BIL.N0000","2012-12-28",3.65217217,2162430
"BIL.N0000","2012-12-31",3.56086787,112930
"BIL.N0000","2013-01-02",3.56086787,20650
"BIL.N0000","2013-01-03",3.65217217,1103930
"BIL.N0000","2013-01-04",3.56086787,877400
"BIL.N0000","2013-01-07",3.56086787,167736
"BIL.N0000","2013-01-08",3.56086787,105512
"BIL.N0000","2013-01-09",3.56086787,188785
"BIL.N0000","2013-01-10",3.56086787,150152
"BIL.N0000","2013-01-11",3.46956357,64569
"BIL.N0000","2013-01-15",3.46956357,73156
"BIL.N0000","2013-01-16",3.56086787,206948
"BIL.N0000","2013-01-17",3.56086787,92134
"BIL.N0000","2013-01-18",3.46956357,132650
"BIL.N0000","2013-01-21",3.46956357,254976
"BIL.N0000","2013-01-22",3.46956357,1780288
"BIL.N0000","2013-01-23",3.46956357,375233
"BIL.N0000","2013-01-24",3.37825926,269102
"BIL.N0000","2013-01-28",3.28695496,640615
"BIL.N0000","2013-01-29",3.19565065,1553642
"BIL.N0000","2013-01-30",3.19565065,185427
"BIL.N0000","2013-01-31",3.10434635,265211
"BIL.N0000","2013-02-01",3.19565065,626804
"BIL.N0000","2013-02-05",3.19565065,59971
"BIL.N0000","2013-02-06",3.19565065,148935
"BIL.N0000","2013-02-07",3.19565065,382009
"BIL.N0000","2013-02-08",3.19565065,524130
"BIL.N0000","2013-02-11",3.10434635,99106
"BIL.N0000","2013-02-12",3.10434635,68947
"BIL.N0000","2013-02-13",3.28695496,4149584
"BIL.N0000","2013-02-14",3.19565065,92759
"BIL.N0000","2013-02-15",3.10434635,176435
"BIL.N0000","2013-02-18",3.10434635,204215
"BIL.N0000","2013-02-19",3.10434635,232957
"BIL.N0000","2013-02-20",3.19565065,367943
"BIL.N0000","2013-02-21",3.19565065,606993
"BIL.N0000","2013-02-22",3.19565065,520900
"BIL.N0000","2013-02-26",3.19565065,1547008
"BIL.N0000","2013-02-27",3.19565065,159323
"BIL.N0000","2013-02-28",3.19565065,2223685
"BIL.N0000","2013-03-01",3.19565065,60738
"BIL.N0000","2013-03-04",3.19565065,458047
"BIL.N0000","2013-03-05",3.19565065,871286
"BIL.N0000","2013-03-06",3.19565065,161512
"BIL.N0000","2013-03-07",3.19565065,236892
"BIL.N0000","2013-03-08",3.19565065,59471
"BIL.N0000","2013-03-11",3.19565065,394751
"BIL.N0000","2013-03-12",3.19565065,896212
"BIL.N0000","2013-03-13",3.10434635,11525
"BIL.N0000","2013-03-14",3.01304204,222833
"BIL.N0000","2013-03-15",3.01304204,21158
"BIL.N0000","2013-03-18",3.01304204,23637
"BIL.N0000","2013-03-19",3.01304204,78106
"BIL.N0000","2013-03-20",3.01304204,85696
"BIL.N0000","2013-03-21",3.10434635,52717
"BIL.N0000","2013-03-22",3.10434635,20197
"BIL.N0000","2013-03-25",3.01304204,194301
"BIL.N0000","2013-03-27",2.92173774,70484
"BIL.N0000","2013-03-28",3.01304204,636086
"BIL.N0000","2013-04-01",2.92173774,44273
"BIL.N0000","2013-04-02",2.92173774,114157
"BIL.N0000","2013-04-03",2.92173774,43592
"BIL.N0000","2013-04-04",3.01304204,79515
"BIL.N0000","2013-04-05",3.01304204,51609
"BIL.N0000","2013-04-08",3.01304204,340064
"BIL.N0000","2013-04-09",2.92173774,247748
"BIL.N0000","2013-04-10",2.92173774,95348
"BIL.N0000","2013-04-11",3.01304204,1043056
"BIL.N0000","2013-04-12",3.19565065,1341297
"BIL.N0000","2013-04-16",3.28695496,468974
"BIL.N0000","2013-04-17",3.28695496,605438
"BIL.N0000","2013-04-18",3.19565065,164313
"BIL.N0000","2013-04-19",3.19565065,1508206
"BIL.N0000","2013-04-22",3.28695496,33044
"BIL.N0000","2013-04-23",3.28695496,86128
"BIL.N0000","2013-04-24",3.28695496,75356
"BIL.N0000","2013-04-26",3.28695496,802571
"BIL.N0000","2013-04-29",3.28695496,345179
"BIL.N0000","2013-04-30",3.19565065,121072
"BIL.N0000","2013-05-02",3.28695496,234028
"BIL.N0000","2013-05-03",3.19565065,540766
"BIL.N0000","2013-05-06",3.28695496,142825
"BIL.N0000","2013-05-07",3.28695496,108925
"BIL.N0000","2013-05-08",3.19565065,111917
"BIL.N0000","2013-05-09",3.28695496,262027
"BIL.N0000","2013-05-10",3.28695496,182742
"BIL.N0000","2013-05-13",3.19565065,25929
"BIL.N0000","2013-05-14",3.19565065,393056
"BIL.N0000","2013-05-15",3.19565065,53431
"BIL.N0000","2013-05-16",3.19565065,846212
"BIL.N0000","2013-05-17",3.19565065,136287
"BIL.N0000","2013-05-20",3.28695496,36312
"BIL.N0000","2013-05-21",3.19565065,528411
"BIL.N0000","2013-05-22",3.19565065,144661
"BIL.N0000","2013-05-23",3.19565065,223211
"BIL.N0000","2013-05-27",3.19565065,142250
"BIL.N0000","2013-05-28",3.10434635,15773
"BIL.N0000","2013-05-29",3.19565065,17142
"BIL.N0000","2013-05-30",3.10434635,73280
"BIL.N0000","2013-05-31",3.19565065,129176
"BIL.N0000","2013-06-03",3.19565065,146150
"BIL.N0000","2013-06-04",3.10434635,120097
"BIL.N0000","2013-06-05",3.01304204,568203
"BIL.N0000","2013-06-06",3.01304204,347365
"BIL.N0000","2013-06-07",3.01304204,323398
"BIL.N0000","2013-06-10",3.01304204,63224
"BIL.N0000","2013-06-11",3.01304204,91563
"BIL.N0000","2013-06-12",2.92173774,759438
"BIL.N0000","2013-06-13",2.83043343,93911
"BIL.N0000","2013-06-14",2.92173774,141645
"BIL.N0000","2013-06-17",2.92173774,113889
"BIL.N0000","2013-06-18",2.73912913,724242
"BIL.N0000","2013-06-19",2.83043343,28708
"BIL.N0000","2013-06-20",2.73912913,70755
"BIL.N0000","2013-06-21",2.73912913,67716
"BIL.N0000","2013-06-24",2.73912913,16941
"BIL.N0000","2013-06-25",2.73912913,140402
"BIL.N0000","2013-06-26",2.73912913,363459
"BIL.N0000","2013-06-27",2.73912913,713939
"BIL.N0000","2013-06-28",2.73912913,25190
"BIL.N0000","2013-07-01",2.73912913,263843
"BIL.N0000","2013-07-02",2.73912913,107665
"BIL.N0000","2013-07-03",2.64782483,44328
"BIL.N0000","2013-07-04",2.73912913,107356
"BIL.N0000","2013-07-05",2.64782483,247202
"BIL.N0000","2013-07-08",2.64782483,526712
"BIL.N0000","2013-07-09",2.55652052,191987
"BIL.N0000","2013-07-10",2.73912913,230359
"BIL.N0000","2013-07-11",2.64782483,139950
"BIL.N0000","2013-07-12",2.55652052,223160
"BIL.N0000","2013-07-15",2.55652052,131162
"BIL.N0000","2013-07-16",2.55652052,31380
"BIL.N0000","2013-07-17",2.55652052,48137
"BIL.N0000","2013-07-18",2.64782483,322966
"BIL.N0000","2013-07-19",2.64782483,146099
"BIL.N0000","2013-07-23",2.64782483,21230
"BIL.N0000","2013-07-24",2.55652052,208104
"BIL.N0000","2013-07-25",2.55652052,409489
"BIL.N0000","2013-07-26",2.55652052,96657
"BIL.N0000","2013-07-29",2.55652052,20448
"BIL.N0000","2013-07-30",2.55652052,10501
"BIL.N0000","2013-07-31",2.46521622,376409
"BIL.N0000","2013-08-01",2.55652052,76649
"BIL.N0000","2013-08-02",2.46521622,30305
"BIL.N0000","2013-08-05",2.37391191,138933
"BIL.N0000","2013-08-06",2.37391191,472731
"BIL.N0000","2013-08-07",2.46521622,69346
"BIL.N0000","2013-08-08",2.46521622,122277
"BIL.N0000","2013-08-12",2.46521622,26167
"BIL.N0000","2013-08-13",2.37391191,54452
"BIL.N0000","2013-08-14",2.46521622,402431
"BIL.N0000","2013-08-15",2.46521622,299275
"BIL.N0000","2013-08-16",2.46521622,111025
"BIL.N0000","2013-08-19",2.37391191,34742
"BIL.N0000","2013-08-21",2.37391191,492035
"BIL.N0000","2013-08-22",2.28260761,17425
"BIL.N0000","2013-08-23",2.28260761,89530
"BIL.N0000","2013-08-26",2.28260761,168533
"BIL.N0000","2013-08-27",2.1913033,22377
"BIL.N0000","2013-08-28",2.099999,431124
"BIL.N0000","2013-08-29",2.099999,151639
"BIL.N0000","2013-08-30",2.099999,173362
"BIL.N0000","2013-09-02",2.099999,168937
"BIL.N0000","2013-09-03",1.91739039,245262
"BIL.N0000","2013-09-04",2.0086947,124851
"BIL.N0000","2013-09-05",1.91739039,35179
"BIL.N0000","2013-09-06",2.099999,184559
"BIL.N0000","2013-09-09",2.0086947,79186
"BIL.N0000","2013-09-10",2.1913033,174721
"BIL.N0000","2013-09-11",2.099999,284325
"BIL.N0000","2013-09-12",2.099999,106780
"BIL.N0000","2013-09-13",2.28260761,553347
"BIL.N0000","2013-09-16",2.28260761,49110
"BIL.N0000","2013-09-17",2.28260761,2209
"BIL.N0000","2013-09-18",2.28260761,114377
"BIL.N0000","2013-09-20",2.46521622,315899
"BIL.N0000","2013-09-23",2.28260761,29803
"BIL.N0000","2013-09-24",2.37391191,71576
"BIL.N0000","2013-09-25",2.37391191,237714
"BIL.N0000","2013-09-26",2.1913033,802591
"BIL.N0000","2013-09-27",2.28260761,597194
"BIL.N0000","2013-09-30",2.37391191,80642
"BIL.N0000","2013-10-01",2.1913033,257677
"BIL.N0000","2013-10-02",2.28260761,155735
"BIL.N0000","2013-10-03",2.28260761,418820
"BIL.N0000","2013-10-04",2.28260761,116434
"BIL.N0000","2013-10-07",2.28260761,149995
"BIL.N0000","2013-10-08",2.28260761,144828
"BIL.N0000","2013-10-09",2.28260761,662355
"BIL.N0000","2013-10-10",2.55652052,7255488
"BIL.N0000","2013-10-11",2.46521622,1949199
"BIL.N0000","2013-10-14",2.46521622,495553
"BIL.N0000","2013-10-15",2.37391191,634521
"BIL.N0000","2013-10-17",2.37391191,42570
"BIL.N0000","2013-10-21",2.37391191,215620
"BIL.N0000","2013-10-22",2.37391191,362101
"BIL.N0000","2013-10-23",2.1913033,908757
"BIL.N0000","2013-10-24",2.28260761,516630
"BIL.N0000","2013-10-25",2.28260761,50312
"BIL.N0000","2013-10-28",2.28260761,93867
"BIL.N0000","2013-10-29",2.28260761,217061
"BIL.N0000","2013-10-30",2.28260761,78694
"BIL.N0000","2013-10-31",2.28260761,241228
"BIL.N0000","2013-11-01",2.28260761,48851
"BIL.N0000","2013-11-04",2.1913033,48424
"BIL.N0000","2013-11-05",2.1913033,287363
"BIL.N0000","2013-11-06",2.28260761,357160
"BIL.N0000","2013-11-07",2.28260761,570668
"BIL.N0000","2013-11-08",2.1913033,197643
"BIL.N0000","2013-11-11",2.1913033,60896
"BIL.N0000","2013-11-12",2.1913033,67228
"BIL.N0000","2013-11-13",2.28260761,79364
"BIL.N0000","2013-11-14",2.1913033,76999
"BIL.N0000","2013-11-15",2.099999,143430
"BIL.N0000","2013-11-18",2.1913033,154378
"BIL.N0000","2013-11-19",2.1913033,130278
"BIL.N0000","2013-11-20",2.1913033,26286
"BIL.N0000","2013-11-21",2.1913033,17032
"BIL.N0000","2013-11-22",2.099999,227331
"BIL.N0000","2013-11-25",2.099999,7120
"BIL.N0000","2013-11-26",2.099999,35490
"BIL.N0000","2013-11-27",2.099999,11721
"BIL.N0000","2013-11-28",2.1913033,403026
"BIL.N0000","2013-11-29",2.099999,1098866
"BIL.N0000","2013-12-02",2.099999,30015
"BIL.N0000","2013-12-03",2.1913033,95439
"BIL.N0000","2013-12-04",2.099999,22240
"BIL.N0000","2013-12-05",2.099999,9224
"BIL.N0000","2013-12-06",2.099999,41354
"BIL.N0000","2013-12-09",2.099999,142411
"BIL.N0000","2013-12-10",2.099999,25936
"BIL.N0000","2013-12-11",2.099999,6573
"BIL.N0000","2013-12-12",2.099999,70415
"BIL.N0000","2013-12-13",2.099999,63299
"BIL.N0000","2013-12-17",2.099999,17195
"BIL.N0000","2013-12-18",2.099999,34794
"BIL.N0000","2013-12-19",2.099999,26724
"BIL.N0000","2013-12-20",2.099999,78673
"BIL.N0000","2013-12-23",2.1913033,17414
"BIL.N0000","2013-12-26",2.1913033,69493
"BIL.N0000","2013-12-27",2.099999,175169
"BIL.N0000","2013-12-30",2.099999,269142
"BIL.N0000","2013-12-31",2.099999,212093
"BIL.N0000","2014-01-02",2.1913033,304178
"BIL.N0000","2014-01-03",2.1913033,782216
"BIL.N0000","2014-01-06",2.1913033,120808
"BIL.N0000","2014-01-07",2.1913033,3506
"BIL.N0000","2014-01-08",2.28260761,376275
"BIL.N0000","2014-01-09",2.1913033,40090
"BIL.N0000","2014-01-10",2.28260761,230747
"BIL.N0000","2014-01-13",2.28260761,452654
"BIL.N0000","2014-01-16",2.28260761,181447
"BIL.N0000","2014-01-17",2.1913033,481989
"BIL.N0000","2014-01-20",2.1913033,156731
"BIL.N0000","2014-01-21",2.1913033,263008
"BIL.N0000","2014-01-22",2.28260761,150665
"BIL.N0000","2014-01-23",2.1913033,66883
"BIL.N0000","2014-01-24",2.28260761,3301626
"BIL.N0000","2014-01-27",2.28260761,345482
"BIL.N0000","2014-01-28",2.37391191,75133
"BIL.N0000","2014-01-29",2.28260761,219263
"BIL.N0000","2014-01-30",2.28260761,594003
"BIL.N0000","2014-01-31",2.28260761,130962
"BIL.N0000","2014-02-03",2.28260761,93096
"BIL.N0000","2014-02-05",2.1913033,11720
"BIL.N0000","2014-02-06",2.1913033,78433
"BIL.N0000","2014-02-07",2.1913033,71519
"BIL.N0000","2014-02-10",2.1913033,198784
"BIL.N0000","2014-02-11",2.099999,116643
"BIL.N0000","2014-02-12",2.099999,134824
"BIL.N0000","2014-02-13",2.099999,4771
"BIL.N0000","2014-02-17",2.099999,220144
"BIL.N0000","2014-02-18",2.0086947,121670
"BIL.N0000","2014-02-19",2.0086947,27708
"BIL.N0000","2014-02-20",2.0086947,328659
"BIL.N0000","2014-02-21",2.0086947,17140
"BIL.N0000","2014-02-24",2.0086947,181706
"BIL.N0000","2014-02-25",1.91739039,575630
"BIL.N0000","2014-02-26",2.0086947,684355
"BIL.N0000","2014-02-28",2.0086947,31266
"BIL.N0000","2014-03-03",2.0086947,18373
"BIL.N0000","2014-03-04",2.0086947,34387
"BIL.N0000","2014-03-05",2.0086947,1835
"BIL.N0000","2014-03-06",2.099999,364825
"BIL.N0000","2014-03-07",2.0086947,129431
"BIL.N0000","2014-03-10",2.0086947,28389
"BIL.N0000","2014-03-11",2.099999,1533
"BIL.N0000","2014-03-12",2.0086947,433077
"BIL.N0000","2014-03-13",2.099999,1783686
"BIL.N0000","2014-03-14",2.099999,119149
"BIL.N0000","2014-03-17",2.099999,124178
"BIL.N0000","2014-03-18",2.0086947,86655
"BIL.N0000","2014-03-19",2.0086947,278986
"BIL.N0000","2014-03-20",2.0086947,57567
"BIL.N0000","2014-03-21",2.099999,573834
"BIL.N0000","2014-03-24",2.1913033,322631
"BIL.N0000","2014-03-25",2.099999,185266
"BIL.N0000","2014-03-26",2.0086947,139208
"BIL.N0000","2014-03-27",2.099999,824097
"BIL.N0000","2014-03-28",2.0086947,18445
"BIL.N0000","2014-03-31",2.099999,41611
"BIL.N0000","2014-04-01",2.099999,28511
"BIL.N0000","2014-04-02",2.1913033,56512
"BIL.N0000","2014-04-03",2.1913033,124200
"BIL.N0000","2014-04-04",2.1913033,17197
"BIL.N0000","2014-04-07",2.1913033,13181
"BIL.N0000","2014-04-08",2.099999,423671
"BIL.N0000","2014-04-09",2.099999,249167
"BIL.N0000","2014-04-10",2.099999,110616
"BIL.N0000","2014-04-11",2.099999,38782
"BIL.N0000","2014-04-16",2.099999,2519
"BIL.N0000","2014-04-17",2.1913033,19714
"BIL.N0000","2014-04-21",2.099999,410928
"BIL.N0000","2014-04-22",2.099999,173486
"BIL.N0000","2014-04-23",2.0086947,165906
"BIL.N0000","2014-04-24",2.099999,866335
"BIL.N0000","2014-04-25",2.099999,136357
"BIL.N0000","2014-04-28",2.099999,205796
"BIL.N0000","2014-04-29",2.0086947,45562
"BIL.N0000","2014-04-30",2.099999,486464
"BIL.N0000","2014-05-02",2.1913033,660812
"BIL.N0000","2014-05-05",2.1913033,1579597
"BIL.N0000","2014-05-06",2.1913033,180230
"BIL.N0000","2014-05-07",2.1913033,1994321
"BIL.N0000","2014-05-08",2.1913033,280764
"BIL.N0000","2014-05-09",2.1913033,226988
"BIL.N0000","2014-05-12",2.1913033,757255
"BIL.N0000","2014-05-13",2.099999,1076178
"BIL.N0000","2014-05-16",2.1913033,6681
"BIL.N0000","2014-05-19",2.099999,70614
"BIL.N0000","2014-05-20",2.099999,1382133
"BIL.N0000","2014-05-21",2.099999,97187
"BIL.N0000","2014-05-22",2.099999,66716
"BIL.N0000","2014-05-23",2.0086947,53128
"BIL.N0000","2014-05-26",2.099999,183075
"BIL.N0000","2014-05-27",2.099999,100347
"BIL.N0000","2014-05-28",2.099999,43702
"BIL.N0000","2014-05-29",2.099999,130389
"BIL.N0000","2014-05-30",2.099999,224475
"BIL.N0000","2014-06-02",2.099999,88276
"BIL.N0000","2014-06-03",2.099999,4655
"BIL.N0000","2014-06-04",2.0086947,269103
"BIL.N0000","2014-06-05",2.0086947,61114
"BIL.N0000","2014-06-06",2.0086947,1623910
"BIL.N0000","2014-06-09",2.0086947,663793
"BIL.N0000","2014-06-10",1.64347748,7901746
"BIL.N0000","2014-06-11",1.64347748,1115657
"BIL.N0000","2014-06-13",1.55217317,1029107
"BIL.N0000","2014-06-16",1.55217317,729243
"BIL.N0000","2014-06-17",1.64347748,481732
"BIL.N0000","2014-06-18",1.55217317,670520
"BIL.N0000","2014-06-19",1.55217317,524885
"BIL.N0000","2014-06-20",1.55217317,35467
"BIL.N0000","2014-06-23",1.55217317,96033
"BIL.N0000","2014-06-24",1.55217317,87561
"BIL.N0000","2014-06-25",1.46086887,582261
"BIL.N0000","2014-06-26",1.46086887,317422
"BIL.N0000","2014-06-27",1.46086887,559438
